1,1,1
2,1,4
3,1,5
4,1,8
5,1,9
6,1,12
7,1,13
8,1,16
9,1,17
10,1,20
11,1,21
12,1,24
13,1,25
14,1,28
15,1,29
16,1,32
17,1,33
18,1,34
19,1,36
20,1,37
21,1,38
22,1,40
23,1,41
24,1,44
25,1,45
26,1,48
27,1,49
28,1,52
29,1,53
30,1,54
31,1,56
32,1,57
33,1,58
34,1,60
35,1,61
36,1,62
37,1,64
38,1,65
39,1,66
40,1,68
41,1,69
42,1,70
43,1,72
44,1,73
45,1,74
46,1,76
47,1,77
48,1,78
49,1,80
50,1,81
51,1,82
52,1,84
53,1,85
54,1,86
55,1,88
56,1,89
57,1,90
58,1,92
59,1,93
60,1,94
61,1,96
62,1,97
63,1,98
64,1,100
65,1,101
66,1,102
67,1,104
68,1,105
69,1,106
70,1,108
71,1,109
72,1,110
73,1,112
74,1,113
75,1,114
76,1,116
77,1,117
78,1,118
79,1,120
80,1,121
81,1,122
82,1,124
83,1,125
84,1,126
85,1,128
86,1,129
87,1,130
88,1,132
89,1,133
90,1,134
91,1,136
92,1,137
93,1,138
94,1,140
95,1,141
96,1,142
97,1,144
98,1,145
99,1,146
100,1,148
101,1,149
102,1,150
103,1,152
104,1,153
105,1,154
106,1,156
107,1,157
108,1,158
109,1,160
110,1,161
111,1,162
112,1,164
113,1,165
114,1,166
115,1,168
116,1,169
117,1,170
118,1,172
119,1,173
120,1,174
121,1,176
122,1,177
123,1,178
124,1,180
125,1,181
126,1,182
127,1,184
128,1,185
129,1,186
130,1,188
131,1,189
132,1,190
133,1,192
134,1,193
135,1,194
136,1,196
137,1,197
138,1,198
139,1,200
140,1,201
141,1,202
142,1,204
143,1,205
144,1,206
145,1,208
146,1,209
147,1,210
148,1,212
149,1,213
150,1,214
151,1,216
152,1,217
153,1,218
154,1,220
155,1,221
156,1,222
157,1,224
158,1,225
159,1,226
160,1,228
161,1,229
162,1,230
163,1,232
164,1,233
165,1,234
166,1,236
167,1,237
168,1,238
169,1,240
170,1,241
171,1,242
172,1,244
173,1,245
174,1,246
175,1,248
176,1,249
177,1,250
178,1,252
179,1,253
180,1,254
181,1,256
182,1,257
183,1,258
184,1,260
185,1,261
186,1,262
187,1,264
188,1,265
189,1,266
190,1,268
191,1,269
192,1,270
193,1,272
194,1,273
195,1,274
196,1,276
347,6,1
348,6,4
349,6,5
350,6,6
351,6,8
352,6,9
353,6,10
354,6,12
355,6,13
356,6,14
357,6,16
358,6,17
359,6,18
360,6,20
361,6,21
362,6,24
363,6,25
364,6,26
365,6,28
366,6,29
367,6,30
368,6,32
369,6,33
370,6,34
371,6,36
372,6,37
373,6,38
374,6,40
375,6,41
376,6,42
377,6,44
378,6,45
379,6,46
380,6,48
381,6,49
382,6,50
383,6,52
384,6,53
385,6,54
386,6,56
387,6,57
388,6,58
389,6,60
390,6,61
391,6,62
392,6,64
393,6,65
394,6,66
395,6,68
396,6,69
397,6,70
398,6,72
399,6,73
400,6,74
401,6,76
402,6,77
403,6,78
404,6,80
405,6,81
406,6,82
407,6,84
408,6,85
409,6,86
410,6,88
411,6,89
412,6,90
413,6,92
414,6,93
415,6,94
416,6,96
417,6,97
418,6,98
419,6,100
420,6,101
421,6,102
422,6,104
423,6,105
424,6,106
425,6,108
426,6,109
427,6,110
428,6,112
429,6,113
430,6,114
431,6,116
432,6,117
433,6,118
434,6,120
435,6,121
436,6,122
437,6,124
438,6,125
439,6,126
440,6,128
441,6,129
442,6,130
443,6,132
444,6,133
445,6,134
446,6,136
447,6,137
448,6,138
449,6,140
450,6,141
451,6,142
452,6,144
453,6,145
454,6,146
455,6,148
456,6,149
457,6,150
458,6,152
459,6,153
460,6,154
461,6,156
462,6,157
463,6,158
464,6,160
465,6,161
466,6,162
467,6,164
468,6,165
469,6,166
470,6,168
471,6,169
472,6,170
473,6,172
474,6,173
475,6,174
476,6,176
477,6,177
478,6,178
479,6,180
480,6,181
481,6,182
482,6,184
483,6,185
484,6,186
485,6,188
486,6,189
487,6,190
488,6,192
489,6,193
490,6,194
491,6,196
492,6,197
493,6,198
494,6,200
495,6,201
496,6,202
497,6,204
498,6,205
499,6,206
500,6,208
501,6,209
502,6,210
503,6,212
504,6,213
505,6,214
506,6,216
507,6,217
508,6,218
509,6,220
510,6,221
511,6,222
512,6,224
513,6,225
514,6,226
515,6,228
516,6,229
517,6,230
518,6,232
519,6,233
520,6,234
521,6,236
522,6,237
523,6,238
524,6,240
525,6,241
526,6,242
527,6,244
528,6,245
529,6,246
530,6,248
531,6,249
532,6,250
533,6,252
534,6,253
535,6,254
536,6,256
537,6,257
538,6,258
539,6,260
540,6,261
541,6,262
542,6,264
543,6,265
544,6,266
545,6,268
546,6,269
547,6,270
548,6,272
549,6,273
550,6,274
551,6,276
