1,1,1
2,2,1
4,4,2
5,6,1
6,5,4
8,8,2
9,9,3
10,10,4
11,11,3
12,12,2
13,13,4
15,15,1
16,20,1
17,17,1
18,18,2
19,27,2
20,23,6
21,21,6
22,16,4
23,19,4
24,22,1
25,3,4
26,14,6
