"BUSINESS_NO","BUS_LIC_NO","CODE","ITEM","DESCRIPTION","QUANTITY","FORMULA","AMOUNT","ACCOUNT","PAID","LOCKID","COMMENTS","PARENTID","RECORDID","ASSESSED_DATE","ASSESSED_BY","SUBFEETYPE","DEPOSITID","PROFFERID","update_originator_id","update_timestamp","create_timestamp","insert_originator_id"
"12583","12583","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1709180259082214","AY:1709180259082220","2017-09-18 00:00:00","AY","FEE","","","0","000000009B10C644","1452466627","0"
"10551","10551","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1709260331572570","AY:1709260331572571","2017-09-26 00:00:00","AY","FEE","","","0","00000000997FF9A8","1461643260","0"
"10551","10551","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1709260331572570","AY:1709260332102575","2017-09-26 00:00:00","AY","FEE","","","0","00000000997FF9A7","1461643290","0"
"12602","12602","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1710090252536743","AY:1710090252546747","2017-10-09 00:00:00","AY","FEE","","","0","000000009B10CF71","1475424879","0"
"12602","12602","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1710090252536743","AY:1710090252546749","2017-10-09 00:00:00","AY","FEE","","","0","000000009B10CF70","1475424882","0"
"12628","12628","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1711301018501715","AY:1711301018501719","2017-11-30 00:00:00","AY","FEE","","","0","00000000A379D7A4","1522098165","0"
"12628","12628","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1711301018501715","AY:1711301018501721","2017-11-30 00:00:00","AY","FEE","","","0","00000000A379D7A3","1522098168","0"
"12635","12635","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1712141026291861","AY:1712141026301865","2017-12-14 00:00:00","AY","FEE","","","0","000000009B2D5D08","1533336069","0"
"12635","12635","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1712141026291861","AY:1712141026301867","2017-12-14 00:00:00","AY","FEE","","","0","000000009B2D5D07","1533336072","0"
"11898","11898","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1801110154502156","AY:1801110154502159","2018-01-11 00:00:00","AY","FEE","","","0","00000000869F2E8C","1551412195","0"
"11898","11898","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1801110154502156","AY:1801110154502160","2018-01-11 00:00:00","AY","FEE","","","0","00000000869F2E8B","1551412198","0"
"12643","12643","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1801161158086341","AY:1801161158086345","2018-01-16 00:00:00","AY","FEE","","","0","00000000A6E24861","1553792800","0"
"12643","12643","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1801161158086341","AY:1801161158086347","2018-01-16 00:00:00","AY","FEE","","","0","00000000A6E24860","1553792803","0"
"12645","12645","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1801181140089568","AY:1801181140089572","2018-01-18 00:00:00","AY","FEE","","","0","000000009B2D5EB1","1555614817","0"
"12645","12645","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1801181140089568","AY:1801181140089574","2018-01-18 00:00:00","AY","FEE","","","0","000000009B2D5EB0","1555614820","0"
"11493","11493","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1801231115263181","AY:1801231115263184","2018-01-23 00:00:00","AY","FEE","","","0","0000000099DE1134","1559265168","0"
"11493","11493","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1801231115263181","AY:1801231115263185","2018-01-23 00:00:00","AY","FEE","","","0","0000000099DE1133","1559265171","0"
"11965","11965","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1802070207358674","AY:1802070207368677","2018-02-07 00:00:00","AY","FEE","","","0","000000009A032978","1573535657","0"
"11965","11965","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1802070207358674","AY:1802070207368678","2018-02-07 00:00:00","AY","FEE","","","0","000000009A032977","1573535660","0"
"2106","2106","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1802121051071318","AY:1802121051081321","2018-02-12 00:00:00","AY","FEE","","","0","00000000A5663654","1577364966","0"
"2106","2106","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1802121051071318","AY:1802121051081323","2018-02-12 00:00:00","AY","FEE","","","0","00000000A5663653","1577364969","0"
"12653","12653","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1802150845154774","AY:1802150845154777","2018-02-15 00:00:00","AY","FEE","","","0","00000000A6E2492E","1580558357","0"
"12653","12653","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1802150845154774","AY:1802150845154778","2018-02-15 00:00:00","AY","FEE","","","0","00000000A6E2492D","1580558360","0"
"12657","12657","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1803011018476315","AY:1803011018476319","2018-03-01 00:00:00","AY","FEE","","","0","000000009B6F1ED6","1591366337","0"
"12657","12657","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1803011018476315","AY:1803011018476321","2018-03-01 00:00:00","AY","FEE","","","0","000000009B6F1ED5","1591366342","0"
"10582","10582","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1803121118166470","AY:1803121118176473","2018-03-12 00:00:00","AY","FEE","","","0","00000000A6E0F5C9","1599292931","0"
"10582","10582","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1803121118166470","AY:1803121118176475","2018-03-12 00:00:00","AY","FEE","","","0","00000000A6E0F5C8","1599292934","0"
"12677","12677","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1803161103432655","AY:1803161103432659","2018-03-16 00:00:00","AY","FEE","","","0","000000009B700625","1604079689","0"
"12677","12677","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1803161103432655","AY:1803161103432661","2018-03-16 00:00:00","AY","FEE","","","0","000000009B700624","1604079692","0"
"12686","12686","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1803290159186988","AY:1803290159186992","2018-03-29 00:00:00","AY","FEE","","","0","000000009B700A12","1615193165","0"
"12686","12686","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1803290159186988","AY:1803290159186994","2018-03-29 00:00:00","AY","FEE","","","0","000000009B700A11","1615193168","0"
"12688","12688","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804021146599150","AY:1804021147009154","2018-04-02 00:00:00","AY","FEE","","","0","000000009B700B03","1617314784","0"
"12688","12688","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804021146599150","AY:1804021147009156","2018-04-02 00:00:00","AY","FEE","","","0","000000009B700B02","1617314787","0"
"12689","12689","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804051201052238","AY:1804051201052242","2018-04-05 00:00:00","AY","FEE","","","0","000000009B700B67","1620585034","0"
"12689","12689","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804051201052238","AY:1804051201052244","2018-04-05 00:00:00","AY","FEE","","","0","000000009B700B66","1620585037","0"
"3981","3981","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804101043326081","AY:1804101043336084","2018-04-10 00:00:00","AY","FEE","","","0","000000009B9A2882","1623326368","0"
"3981","3981","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804101043326081","AY:1804101043336086","2018-04-10 00:00:00","AY","FEE","","","0","000000009B9A2881","1623326371","0"
"12694","12694","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804131218370127","AY:1804131218370131","2018-04-13 00:00:00","AY","FEE","","","0","00000000A56A73A9","1627981479","0"
"12694","12694","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804131218370127","AY:1804131218370133","2018-04-13 00:00:00","AY","FEE","","","0","00000000A56A73A8","1627981482","0"
"12697","12697","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804160109421592","AY:1804160109421596","2018-04-16 00:00:00","AY","FEE","","","0","000000009B70A369","1629281656","0"
"12697","12697","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804160109421592","AY:1804160109421598","2018-04-16 00:00:00","AY","FEE","","","0","000000009B70A368","1629281659","0"
"12703","12703","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804230218378308","AY:1804230218378312","2018-04-23 00:00:00","AY","FEE","","","0","000000009B71B56C","1635066968","0"
"12703","12703","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804230218378308","AY:1804230218378314","2018-04-23 00:00:00","AY","FEE","","","0","000000009B71B56B","1635066971","0"
"12702","12702","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804231156157849","AY:1804231156167853","2018-04-23 00:00:00","AY","FEE","","","0","00000000A71C2BED","1634742380","0"
"12702","12702","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804231156157849","AY:1804231156167855","2018-04-23 00:00:00","AY","FEE","","","0","00000000A71C2BEC","1634742383","0"
"12705","12705","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1804250830520121","AY:1804250830530125","2018-04-25 00:00:00","AY","FEE","","","0","000000009B71B5F6","1636636369","0"
"12705","12705","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1804250830520121","AY:1804250830530127","2018-04-25 00:00:00","AY","FEE","","","0","000000009B71B5F5","1636636372","0"
"12731","12731","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1806191002021900","AY:1806191002021904","2018-06-19 00:00:00","AY","FEE","","","0","0000000086BCD9BC","1699576781","0"
"12731","12731","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1806191002021900","AY:1806191002021906","2018-06-19 00:00:00","AY","FEE","","","0","0000000086BCD9BB","1699576784","0"
"11071","11071","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1807161008082210","AY:1807161008082213","2018-07-16 00:00:00","AY","FEE","","","0","00000000A562CD6B","1720996853","0"
"11071","11071","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1807161008082210","AY:1807161008082215","2018-07-16 00:00:00","AY","FEE","","","0","00000000A562CD6A","1720996856","0"
"12744","12744","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1807181125165354","AY:1807181125165358","2018-07-18 00:00:00","AY","FEE","","","0","00000000A3A26FDF","1722729484","0"
"12744","12744","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1807181125165354","AY:1807181125165360","2018-07-18 00:00:00","AY","FEE","","","0","00000000A3A26FDE","1722729487","0"
"12745","12745","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1807190124136906","AY:1807190124136910","2018-07-19 00:00:00","AY","FEE","","","0","0000000086BCF1F3","1723658673","0"
"12745","12745","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1807190124136906","AY:1807190124146912","2018-07-19 00:00:00","AY","FEE","","","0","0000000086BCF1F2","1723658676","0"
"10218","10218","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1808060856459514","AY:1808060856459517","2018-08-06 00:00:00","AY","FEE","","","0","00000000997F4C50","1736756262","0"
"10218","10218","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1808060856459514","AY:1808060856459519","2018-08-06 00:00:00","AY","FEE","","","0","00000000997F4C4F","1736756267","0"
"10926","10926","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1808100231375007","AY:1808100231375009","2018-08-10 00:00:00","AY","FEE","","","0","000000009980110C","1741441078","0"
"10926","10926","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1808100231375007","AY:1808100232065020","2018-08-10 00:00:00","AY","FEE","","","0","000000009980110B","1741441136","0"
"12757","12757","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1808210210503781","AY:1808210210503785","2018-08-21 00:00:00","AY","FEE","","","0","000000009B760F23","1748498821","0"
"12757","12757","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1808210210503781","AY:1808210210503787","2018-08-21 00:00:00","AY","FEE","","","0","000000009B760F22","1748498824","0"
"12762","12762","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1808271018148612","AY:1808271018148616","2018-08-27 00:00:00","AY","FEE","","","0","00000000A56A6808","1752329488","0"
"12762","12762","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1808271018148612","AY:1808271018148618","2018-08-27 00:00:00","AY","FEE","","","0","00000000A56A6807","1752329491","0"
"10834","10834","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1808310812023022","AY:1808310812033025","2018-08-31 00:00:00","AY","FEE","","","0","0000000099800B1D","1756654754","0"
"10834","10834","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1808310812023022","AY:1808310812033027","2018-08-31 00:00:00","AY","FEE","","","0","0000000099800B1C","1756654757","0"
"12779","12779","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810040948082041","AY:1810040948082045","2018-10-04 00:00:00","AY","FEE","","","0","0000000086BCF962","1798582083","0"
"12779","12779","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810040948082041","AY:1810040948082047","2018-10-04 00:00:00","AY","FEE","","","0","0000000086BCF961","1798582086","0"
"12781","12781","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810080204415384","AY:1810080204415388","2018-10-08 00:00:00","AY","FEE","","","0","00000000A5C53773","1801298548","0"
"12781","12781","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810080204415384","AY:1810080204415390","2018-10-08 00:00:00","AY","FEE","","","0","00000000A5C53772","1801298551","0"
"10922","10922","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810100929577134","AY:1810100929577137","2018-10-10 00:00:00","AY","FEE","","","0","0000000099800F8F","1803582745","0"
"10922","10922","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810100929577134","AY:1810100930117147","2018-10-10 00:00:00","AY","FEE","","","0","0000000099800F8E","1803582809","0"
"12785","12785","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810180237263925","AY:1810180237263929","2018-10-18 00:00:00","AY","FEE","","","0","000000009B761508","1837261361","0"
"12785","12785","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810180237263925","AY:1810180237273931","2018-10-18 00:00:00","AY","FEE","","","0","000000009B761507","1837261364","0"
"11880","11880","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810240318118922","AY:1810240318118925","2018-10-24 00:00:00","AY","FEE","","","0","0000000099E0D6AB","1842523381","0"
"11880","11880","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810240318118922","AY:1810240318118926","2018-10-24 00:00:00","AY","FEE","","","0","0000000099E0D6AA","1842523384","0"
"12789","12789","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810291112081227","AY:1810291112091231","2018-10-29 00:00:00","AY","FEE","","","0","000000009B761717","1847671226","0"
"12789","12789","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810291112081227","AY:1810291112091233","2018-10-29 00:00:00","AY","FEE","","","0","000000009B761716","1847671229","0"
"12792","12792","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1810310918183190","AY:1810310918183194","2018-10-31 00:00:00","AY","FEE","","","0","000000009B76176B","1849793174","0"
"12792","12792","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1810310918183190","AY:1810310918183196","2018-10-31 00:00:00","AY","FEE","","","0","000000009B76176A","1849793177","0"
"1475","1475","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1811070106228996","AY:1811070106228999","2018-11-07 00:00:00","AY","FEE","","","0","00000000A4217B47","1855991245","0"
"1475","1475","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1811070106228996","AY:1811070106229001","2018-11-07 00:00:00","AY","FEE","","","0","00000000A4217B46","1855991248","0"
"11141","11141","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1811071005588618","AY:1811071005588621","2018-11-07 00:00:00","AY","FEE","","","0","000000009981102A","1855474921","0"
"11141","11141","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1811071005588618","AY:1811071005588623","2018-11-07 00:00:00","AY","FEE","","","0","0000000099811029","1855474924","0"
"12798","12798","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1811211220298925","AY:1811211220308929","2018-11-21 00:00:00","AY","FEE","","","0","000000009B761804","1868243280","0"
"12798","12798","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1811211220298925","AY:1811211220308931","2018-11-21 00:00:00","AY","FEE","","","0","000000009B761803","1868243283","0"
"4197","4197","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1811271141481664","AY:1811271141481667","2018-11-27 00:00:00","AY","FEE","","","0","00000000A616F350","1870963838","0"
"4197","4197","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1811271141481664","AY:1811271141481669","2018-11-27 00:00:00","AY","FEE","","","0","00000000A616F34F","1870963841","0"
"12804","12804","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1812050142468757","AY:1812050142468761","2018-12-05 00:00:00","AY","FEE","","","0","00000000A6E2C055","1884315029","0"
"12804","12804","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1812050142468757","AY:1812050142478763","2018-12-05 00:00:00","AY","FEE","","","0","00000000A6E2C054","1884315034","0"
"3332","3332","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1812051043578422","AY:1812051043578425","2018-12-05 00:00:00","AY","FEE","","","0","000000009B98E2ED","1884102689","0"
"3332","3332","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1812051043578422","AY:1812051043578426","2018-12-05 00:00:00","AY","FEE","","","0","000000009B98E2EC","1884102692","0"
"12807","12807","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1812120112235202","AY:1812120112235206","2018-12-12 00:00:00","AY","FEE","","","0","000000009B7618E8","1890677673","0"
"12807","12807","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1812120112235202","AY:1812120112245208","2018-12-12 00:00:00","AY","FEE","","","0","000000009B7618E7","1890677676","0"
"12220","12220","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1812121011354745","AY:1812121011364748","2018-12-12 00:00:00","AY","FEE","","","0","00000000A14441EE","1890292548","0"
"12220","12220","LIC13","LIC13J","TECH FEE","0","","7.7999999999999998","12622029716320400305-0000","1","","","AY:1812121011354745","AY:1812121011364749","2018-12-12 00:00:00","AY","FEE","","","0","00000000A14441ED","1890292551","0"
"12809","12809","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1812210247373174","AY:1812210247373178","2018-12-21 00:00:00","AY","FEE","","","0","000000009B761937","1899554373","0"
"12809","12809","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1812210247373174","AY:1812210247373180","2018-12-21 00:00:00","AY","FEE","","","0","000000009B761936","1899554378","0"
"12817","12817","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1901140110549963","AY:1901140110549967","2019-01-14 00:00:00","AY","FEE","","","0","000000009B761B01","1911566747","0"
"12817","12817","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1901140110549963","AY:1901140110549969","2019-01-14 00:00:00","AY","FEE","","","0","000000009B761AFF","1911566750","0"
"12816","12816","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1901140817159365","AY:1901140817159369","2019-01-14 00:00:00","AY","FEE","","","0","000000009B761AB0","1910774588","0"
"12816","12816","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1901140817159365","AY:1901140817159371","2019-01-14 00:00:00","AY","FEE","","","0","000000009B761AAF","1910774591","0"
"12818","12818","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1901160859413219","AY:1901160859413223","2019-01-16 00:00:00","AY","FEE","","","0","000000009B761B47","1913923038","0"
"12818","12818","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1901160859413219","AY:1901160859413225","2019-01-16 00:00:00","AY","FEE","","","0","000000009B761B46","1913923041","0"
"12826","12826","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1901300306398147","AY:1901300306408151","2019-01-30 00:00:00","AY","FEE","","","0","00000000A2F81E7E","1924450103","0"
"12826","12826","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1901300306398147","AY:1901300306408153","2019-01-30 00:00:00","AY","FEE","","","0","00000000A2F81E7D","1924450106","0"
"12830","12830","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1902010120050993","AY:1902010120060997","2019-02-01 00:00:00","AY","FEE","","","0","000000009B764C77","1926088346","0"
"12830","12830","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1902010120050993","AY:1902010120060999","2019-02-01 00:00:00","AY","FEE","","","0","000000009B764C76","1926088349","0"
"12832","12832","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1902040348152986","AY:1902040348162990","2019-02-04 00:00:00","AY","FEE","","","0","00000000A6E2C769","1927469555","0"
"12832","12832","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1902040348152986","AY:1902040348162992","2019-02-04 00:00:00","AY","FEE","","","0","00000000A6E2C768","1927469558","0"
"12831","12831","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1902041146062162","AY:1902041146062166","2019-02-04 00:00:00","AY","FEE","","","0","000000009B764CC3","1927277026","0"
"12831","12831","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1902041146062162","AY:1902041146062168","2019-02-04 00:00:00","AY","FEE","","","0","000000009B764CC2","1927277029","0"
"12838","12838","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1902131203402918","AY:1902131203402922","2019-02-13 00:00:00","AY","FEE","","","0","00000000A7514B26","1936264945","0"
"12838","12838","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1902131203402918","AY:1902131203402924","2019-02-13 00:00:00","AY","FEE","","","0","00000000A7514B25","1936264948","0"
"12843","12843","LIC13","LIC13A","BUSINESS LICENSE FEE","0","130","130","01002029716300400305-0000","1","","","AY:1902200308269281","AY:1902200308279285","2019-02-20 00:00:00","AY","FEE","","","0","00000000A6E2CAD4","1942961940","0"
"12843","12843","LIC13","LIC13J","TECH FEE","0","@LIC TECH FEE2013","7.7999999999999998","12622029716320400305-0000","1","","","AY:1902200308269281","AY:1902200308279287","2019-02-20 00:00:00","AY","FEE","","","0","00000000A6E2CAD3","1942961945","0"
