"BUS_LIC_NO","REMARKS","InspectionType","INSPECTOR","SCHEDULED_DATE","SCHEDULED_TIME","COMPLETED_DATE","COMPLETED_TIME","DURATION","RESULT","NOTES","LOCKID","RECORDID","DURATION_EST","CREATED_DATE","CREATED_TIME","CREATED_BY","SEQID","CAPOVERRIDE","update_originator_id","update_timestamp","create_timestamp","exID","PathURL","PathURLDateAdded","insert_originator_id"
"10226","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082237","","","","","","","","000000000026CF93","","","","",""
"10257","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082267","","","","","","","","000000000026CFB4","","","","",""
"1561","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608227","","","","","","","","000000000026CFB7","","","","",""
"651","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608228","","","","","","","","000000000026CFC2","","","","",""
"10273","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082283","","","","","","","","000000000026CFC6","","","","",""
"10283","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082292","","","","","","","","000000000026CFD0","","","","",""
"10328","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082337","","","","","","","","000000000026D003","","","","",""
"10337","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082346","","","","","","","","000000000026D00D","","","","",""
"10339","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082348","","","","","","","","000000000026D00F","","","","",""
"1518","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608236","","","","","","","","000000000026D01C","","","","",""
"10366","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082373","","","","","","","","000000000026D02B","","","","",""
"10374","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082381","","","","","","","","000000000026D034","","","","",""
"10376","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082383","","","","","","","","000000000026D036","","","","",""
"10382","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082389","","","","","","","","000000000026D03C","","","","",""
"216","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608239","","","","","","","","000000000026D03D","","","","",""
"10386","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082393","","","","","","","","000000000026D041","","","","",""
"10388","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082395","","","","","","","","000000000026D043","","","","",""
"10389","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082396","","","","","","","","000000000026D044","","","","",""
"10394","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082401","","","","","","","","000000000026D04B","","","","",""
"10404","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082411","","","","","","","","000000000026D056","","","","",""
"10430","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082437","","2011-02-01 00:00:00","","","","","","000000000026D072","","","","",""
"10433","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082440","","","","","","","","000000000026D076","","","","",""
"10440","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082447","","","","","","","","000000000026D07D","","","","",""
"10447","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082454","","","","","","","","000000000026D085","","","","",""
"10466","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082472","","","","","","","","000000000026D099","","","","",""
"10477","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082483","","","","","","","","000000000026D0A5","","","","",""
"1027","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608249","","","","","","","","000000000026D0AC","","","","",""
"745","","FIRE LIFESAFETY","","","","","","","","","","YOLO:11020114360825","","","","","","","","000000000026D0B7","","","","",""
"1026","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608252","","","","","","","","000000000026D0CE","","","","",""
"10516","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082521","","","","","","","","000000000026D0D0","","","","",""
"10519","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082524","","","","","","","","000000000026D0D3","","","","",""
"1071","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608255","","","","","","","","000000000026D0EF","","","","",""
"10558","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082562","","2011-02-01 00:00:00","","","","","","000000000026D0FD","","","","",""
"10576","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082580","","","","","","","","000000000026D112","","","","",""
"10585","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082589","","","","","","","","000000000026D11B","","","","",""
"10587","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082591","","","","","","","","000000000026D11E","","","","",""
"10592","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082596","","","","","","","","000000000026D123","","","","",""
"10609","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082613","","","","","","","","000000000026D137","","","","",""
"10610","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082614","","","","","","","","000000000026D138","","","","",""
"10614","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082618","","","","","","","","000000000026D13C","","","","",""
"10615","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082619","","","","","","","","000000000026D13D","","","","",""
"2055","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608262","","","","","","","","000000000026D13E","","","","",""
"10619","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082623","","","","","","","","000000000026D142","","","","",""
"10620","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082624","","","","","","","","000000000026D143","","","","",""
"10622","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082626","","","","","","","","000000000026D145","","","","",""
"10623","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082627","","","","","","","","000000000026D146","","","","",""
"10626","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082630","","","","","","","","000000000026D14A","","","","",""
"10632","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082636","","2011-02-01 00:00:00","","","","","","000000000026D150","","","","",""
"10641","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082644","","","","","","","","000000000026D159","","","","",""
"10667","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082670","","2011-02-01 00:00:00","","","","","","000000000026D176","","","","",""
"10668","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082671","","","","","","","","000000000026D177","","","","",""
"10678","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082681","","","","","","","","000000000026D182","","","","",""
"10680","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082683","","","","","","","","000000000026D184","","","","",""
"10683","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082686","","","","","","","","000000000026D187","","","","",""
"10691","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082694","","","","","","","","000000000026D190","","","","",""
"10698","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082701","","2011-02-01 00:00:00","","","","","","000000000026D199","","","","",""
"10704","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082707","","2011-02-01 00:00:00","","","","","","000000000026D19F","","","","",""
"10705","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082708","","2011-02-01 00:00:00","","","","","","000000000026D1A0","","","","",""
"1860","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608272","","","","","","","","000000000026D1AD","","","","",""
"10727","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082730","","2011-02-01 00:00:00","","","","","","000000000026D1B9","","","","",""
"10730","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082733","","","","","","","","000000000026D1BC","","","","",""
"10736","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082739","","","","","","","","000000000026D1C2","","","","",""
"2043","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608274","","","","","","","","000000000026D1C3","","","","",""
"10738","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082741","","","","","","","","000000000026D1C5","","","","",""
"10748","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082751","","","","","","","","000000000026D1D0","","","","",""
"10752","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082755","","2011-02-01 00:00:00","","","","","","000000000026D1D4","","","","",""
"10753","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082756","","2011-02-01 00:00:00","","","","","","000000000026D1D5","","","","",""
"10763","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082766","","2011-02-01 00:00:00","","","","","","000000000026D1E0","","","","",""
"10776","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082779","","","","","","","","000000000026D1EE","","","","",""
"10788","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082791","","","","","","","","000000000026D1FC","","","","",""
"10790","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082793","","","","","","","","000000000026D1FE","","","","",""
"960","","FIRE LIFESAFETY","","","","","","","","","","YOLO:11020114360828","","","","","","","","000000000026D206","","","","",""
"10797","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082800","","2011-02-01 00:00:00","","","","","","000000000026D208","","","","",""
"10816","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082819","","","","","","","","000000000026D21C","","","","",""
"10836","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082839","","","","","","","","000000000026D232","","","","",""
"10837","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082840","","","","","","","","000000000026D234","","","","",""
"10853","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082856","","","","","","","","000000000026D245","","","","",""
"1835","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608287","","","","","","","","000000000026D254","","","","",""
"10867","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082870","","","","","","","","000000000026D255","","","","",""
"10870","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082873","","","","","","","","000000000026D258","","","","",""
"10872","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082875","","","","","","","","000000000026D25A","","","","",""
"1475","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608289","","","","","","","","000000000026D26A","","","","",""
"10890","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082893","","","","","","","","000000000026D26E","","","","",""
"10908","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082911","","","","","","","","000000000026D283","","","","",""
"10920","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082923","","","","","","","","000000000026D290","","","","",""
"10931","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082934","","","","","","","","000000000026D29C","","","","",""
"10936","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082939","","2011-02-01 00:00:00","","","","","","000000000026D2A1","","","","",""
"10941","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082944","","","","","","","","000000000026D2A7","","","","",""
"10942","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082945","","","","","","","","000000000026D2A8","","","","",""
"10945","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082948","","","","","","","","000000000026D2AB","","","","",""
"10950","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082953","","","","","","","","000000000026D2B1","","","","",""
"10952","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082955","","","","","","","","000000000026D2B3","","","","",""
"10957","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082960","","","","","","","","000000000026D2B9","","","","",""
"10958","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082961","","","","","","","","000000000026D2BA","","","","",""
"10963","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082966","","2011-02-01 00:00:00","","","","","","000000000026D2BF","","","","",""
"10972","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082975","","","","","","","","000000000026D2C9","","","","",""
"10976","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082979","","","","","","","","000000000026D2CD","","","","",""
"10981","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082984","","","","","","","","000000000026D2D3","","","","",""
"10982","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082985","","","","","","","","000000000026D2D4","","","","",""
"10990","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082993","","2011-02-01 00:00:00","","","","","","000000000026D2DD","","","","",""
"10995","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436082998","","2011-02-01 00:00:00","","","","","","000000000026D2E2","","","","",""
"10996","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436082999","","","","","","","","000000000026D2E3","","","","",""
"11003","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083006","","2011-02-01 00:00:00","","","","","","000000000026D2ED","","","","",""
"11005","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083008","","2011-02-01 00:00:00","","","","","","000000000026D2EF","","","","",""
"11009","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083012","","","","","","","","000000000026D2F4","","","","",""
"11012","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083015","","","","","","","","000000000026D2F7","","","","",""
"11019","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083022","","","","","","","","000000000026D2FF","","","","",""
"11025","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083028","","","","","","","","000000000026D306","","","","",""
"11027","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083030","","","","","","","","000000000026D309","","","","",""
"11030","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083033","","","","","","","","000000000026D30C","","","","",""
"11034","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083037","","","","","","","","000000000026D310","","","","",""
"11039","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083042","","","","","","","","000000000026D316","","","","",""
"1380","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608306","","","","","","","","000000000026D329","","","","",""
"11071","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083074","","","","","","","","000000000026D339","","","","",""
"11072","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083075","","","","","","","","000000000026D33A","","","","",""
"11089","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083091","","","","","","","","000000000026D34C","","","","",""
"11100","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083102","","","","","","","","000000000026D359","","","","",""
"11101","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083103","","","","","","","","000000000026D35A","","","","",""
"11103","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083105","","","","","","","","000000000026D35C","","","","",""
"11108","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083110","","2011-02-01 00:00:00","","","","","","000000000026D362","","","","",""
"11117","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083119","","","","","","","","000000000026D36B","","","","",""
"11123","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083125","","","","","","","","000000000026D372","","","","",""
"11127","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083129","","2011-02-01 00:00:00","","","","","","000000000026D376","","","","",""
"999","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608313","","","","","","","","000000000026D377","","","","",""
"11138","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083140","","2011-02-01 00:00:00","","","","","","000000000026D383","","","","",""
"11143","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083145","","2011-02-01 00:00:00","","","","","","000000000026D388","","","","",""
"11147","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083149","","","","","","","","000000000026D38C","","","","",""
"11148","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083150","","","","","","","","000000000026D38E","","","","",""
"11156","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083158","","","","","","","","000000000026D396","","","","",""
"11157","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083159","","","","","","","","000000000026D397","","","","",""
"11158","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083160","","2011-02-01 00:00:00","","","","","","000000000026D399","","","","",""
"11161","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083163","","","","","","","","000000000026D39C","","","","",""
"11162","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083164","","","","","","","","000000000026D39D","","","","",""
"11164","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083166","","","","","","","","000000000026D39F","","","","",""
"11166","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083168","","","","","","","","000000000026D3A1","","","","",""
"11172","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083174","","","","","","","","000000000026D3A8","","","","",""
"11180","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083182","","","","","","","","000000000026D3B1","","","","",""
"11183","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083185","","2011-02-01 00:00:00","","","","","","000000000026D3B4","","","","",""
"11184","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083186","","","","","","","","000000000026D3B5","","","","",""
"11186","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083188","","","","","","","","000000000026D3B7","","","","",""
"11195","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083197","","2011-02-01 00:00:00","","","","","","000000000026D3C1","","","","",""
"11209","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083211","","","","","","","","000000000026D3D2","","","","",""
"11220","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083222","","","","","","","","000000000026D3DE","","","","",""
"11248","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083250","","","","","","","","000000000026D3FD","","","","",""
"11249","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083251","","","","","","","","000000000026D3FE","","","","",""
"11264","","FIRE LIFESAFETY","","","","2011-02-01 00:00:00","","","","","","YOLO:1102011436083266","","2011-02-01 00:00:00","","","","","","000000000026D40F","","","","",""
"11267","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083269","","","","","","","","000000000026D412","","","","",""
"11269","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083271","","","","","","","","000000000026D415","","","","",""
"11270","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083272","","","","","","","","000000000026D416","","","","",""
"11286","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083288","","","","","","","","000000000026D427","","","","",""
"11287","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083289","","","","","","","","000000000026D428","","","","",""
"11296","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083298","","","","","","","","000000000026D432","","","","",""
"2075","","FIRE LIFESAFETY","","","","","","","","","","YOLO:11020114360833","","","","","","","","000000000026D434","","","","",""
"11298","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083300","","","","","","","","000000000026D436","","","","",""
"11304","","FIRE LIFESAFETY","","","","","","","","","","YOLO:1102011436083306","","","","","","","","000000000026D43C","","","","",""
"1250","","FIRE LIFESAFETY","","","","","","","","","","YOLO:110201143608331","","","","","","","","000000000026D440","","","","",""
